POD;N_Righe;N_Mesi;Tot_NaN_Q;Tot_Celle;Completezza [%]
99999E00027932;1100;18;8;105600;99.99
99999E00027933;1100;18;8;105600;99.99
99999E00027936;798;13;8;76608;99.99
99999E00027937;1100;18;8;105600;99.99
99999E00027938;1100;18;8;105600;99.99
99999E00027940;1100;18;8;105600;99.99
99999E00027948;1100;18;8;105600;99.99
99999E00027949;1100;18;8;105600;99.99
99999E00027950;1042;17;8;100032;99.99
99999E00027955;1100;18;8;105600;99.99
99999E00027958;1100;18;8;105600;99.99
99999E00027961;1100;18;8;105600;99.99
99999E00027962;1100;18;8;105600;99.99
99999E00027963;1100;18;8;105600;99.99
99999E00027964;1042;17;8;100032;99.99
99999E00027966;1100;18;8;105600;99.99
99999E00027976;1100;18;8;105600;99.99
99999E00027979;1100;18;8;105600;99.99
99999E00027980;1042;17;8;100032;99.99
99999E00027982;1100;18;8;105600;99.99
99999E00027986;1100;18;8;105600;99.99
99999E00027987;1100;18;8;105600;99.99
99999E00027990;1100;18;8;105600;99.99
99999E00027993;1100;18;8;105600;99.99
99999E00027997;1100;18;8;105600;99.99
99999E00028000;1100;18;8;105600;99.99
99999E00028007;1100;18;8;105600;99.99
99999E00028008;1100;18;8;105600;99.99
99999E00028010;980;16;8;94080;99.99
99999E00028016;1100;18;8;105600;99.99
99999E00028017;1100;18;8;105600;99.99
99999E00028018;1100;18;8;105600;99.99
99999E00028022;1840;15;16;176640;99.99
99999E00028031;1650;18;12;158400;99.99
99999E00028032;1042;17;8;100032;99.99
99999E00028037;1100;18;8;105600;99.99
99999E00028039;2476;18;20;237696;99.99
99999E00028046;798;13;8;76608;99.99
99999E00028048;920;15;8;88320;99.99
99999E00028052;1100;18;8;105600;99.99
99999E00028069;1100;18;8;105600;99.99
99999E00028080;1042;17;8;100032;99.99
99999E00028083;920;15;8;88320;99.99
99999E00028112;1098;18;8;105408;99.99
99999E00028124;1100;18;8;105600;99.99
99999E00028128;992;17;8;95232;99.99
99999E00028140;1100;18;8;105600;99.99
99999E00028143;1100;18;8;105600;99.99
99999E00028155;1042;17;8;100032;99.99
99999E00028156;1042;17;8;100032;99.99
99999E00028157;1042;17;8;100032;99.99
99999E00028158;1042;17;8;100032;99.99
99999E00028163;920;15;8;88320;99.99
99999E00028174;920;15;8;88320;99.99
99999E00028175;1100;18;8;105600;99.99
99999E00028192;1100;18;8;105600;99.99
99999E00028200;1100;18;8;105600;99.99
99999E00028204;980;16;8;94080;99.99
99999E00028216;1042;17;8;100032;99.99
99999E00028220;798;13;8;76608;99.99
99999E00028221;1100;18;8;105600;99.99
99999E00028223;1650;18;12;158400;99.99
99999E00028225;1042;17;8;100032;99.99
99999E00028234;1042;17;8;100032;99.99
99999E00028235;1100;18;8;105600;99.99
99999E00028238;1100;18;8;105600;99.99
99999E00028239;980;16;8;94080;99.99
99999E00028241;798;13;8;76608;99.99
99999E00028242;798;13;8;76608;99.99
99999E00028243;1042;17;8;100032;99.99
99999E00028244;920;15;8;88320;99.99
99999E00028257;1100;18;8;105600;99.99
99999E00028269;980;16;8;94080;99.99
99999E00028286;1042;17;8;100032;99.99
99999E00028305;1042;17;8;100032;99.99
99999E00028312;1100;18;8;105600;99.99
99999E00028327;1100;18;8;105600;99.99
99999E00028346;1100;18;8;105600;99.99
99999E00028352;1100;18;8;105600;99.99
99999E00028363;1100;18;8;105600;99.99
99999E00028376;1042;17;8;100032;99.99
99999E00028383;1042;17;8;100032;99.99
99999E00028387;1100;18;8;105600;99.99
99999E00028388;920;15;8;88320;99.99
99999E00028394;920;15;8;88320;99.99
99999E00028397;980;16;8;94080;99.99
99999E00028400;858;14;8;82368;99.99
99999E00028411;920;15;8;88320;99.99
99999E00028412;920;15;8;88320;99.99
99999E00028414;798;13;8;76608;99.99
99999E00028415;1042;17;8;100032;99.99
99999E00028427;1100;18;8;105600;99.99
99999E00028428;2202;18;16;211392;99.99
99999E00028429;1100;18;8;105600;99.99
99999E00028431;920;15;8;88320;99.99
99999E00028439;798;13;8;76608;99.99
99999E00028441;1092;18;8;104832;99.99
99999E00028453;1042;17;8;100032;99.99
99999E00028456;1042;17;8;100032;99.99
99999E00028457;1042;17;8;100032;99.99
99999E00028458;1042;17;8;100032;99.99
99999E00028459;1042;17;8;100032;99.99
99999E00028462;1042;17;8;100032;99.99
99999E00028463;1042;17;8;100032;99.99
99999E00028465;1042;17;8;100032;99.99
99999E00028466;1042;17;8;100032;99.99
99999E00028484;798;13;8;76608;99.99
99999E00028489;858;14;8;82368;99.99
99999E00028492;798;13;8;76608;99.99
99999E00028494;798;13;8;76608;99.99
99999E00028502;1100;18;8;105600;99.99
99999E00028503;858;14;8;82368;99.99
99999E00028504;1100;18;8;105600;99.99
99999E00028508;1100;18;8;105600;99.99
99999E00028510;2145;14;20;205920;99.99
99999E00028514;1100;18;8;105600;99.99
99999E00028531;920;15;8;88320;99.99
99999E00028532;1100;18;8;105600;99.99
99999E00028547;1042;17;8;100032;99.99
99999E00028548;980;16;8;94080;99.99
99999E00028551;1100;18;8;105600;99.99
99999E00028556;1042;17;8;100032;99.99
99999E00028557;1100;18;8;105600;99.99
99999E00028559;1100;18;8;105600;99.99
99999E00028583;1052;18;8;100992;99.99
99999E00028584;920;15;8;88320;99.99
99999E00028588;1100;18;8;105600;99.99
99999E00028589;1100;18;8;105600;99.99
99999E00028590;1042;17;8;100032;99.99
99999E00028594;980;16;8;94080;99.99
99999E00028596;980;16;8;94080;99.99
99999E00028600;1960;16;16;188160;99.99
99999E00028610;858;14;8;82368;99.99
99999E00028614;1100;18;8;105600;99.99
99999E00028622;1472;12;16;141312;99.99
99999E00028624;2145;14;20;205920;99.99
99999E00028642;1716;14;16;164736;99.99
99999E00028648;798;13;8;76608;99.99
99999E00028653;920;15;8;88320;99.99
99999E00028677;1100;18;8;105600;99.99
99999E00028701;1100;18;8;105600;99.99
99999E00028722;1100;18;8;105600;99.99
99999E00028728;1100;18;8;105600;99.99
99999E00028737;1650;18;12;158400;99.99
99999E00028740;858;14;8;82368;99.99
99999E00028747;920;15;8;88320;99.99
99999E00028754;1100;18;8;105600;99.99
99999E00028756;920;15;8;88320;99.99
99999E00028763;858;14;8;82368;99.99
99999E00028768;1505;18;12;144480;99.99
99999E00028769;1650;18;12;158400;99.99
99999E00028773;920;15;8;88320;99.99
99999E00028777;1100;18;8;105600;99.99
99999E00028789;1042;17;8;100032;99.99
99999E00028794;858;14;8;82368;99.99
99999E00028795;858;14;8;82368;99.99
99999E00028806;858;14;8;82368;99.99
99999E00028811;798;13;8;76608;99.99
99999E00028815;1235;16;12;118560;99.99
99999E00028816;920;15;8;88320;99.99
99999E00028821;858;14;8;82368;99.99
99999E00028834;798;13;8;76608;99.99
99999E00028839;980;16;8;94080;99.99
99999E00028849;920;15;8;88320;99.99
99999E00028850;920;15;8;88320;99.99
99999E00028858;858;14;8;82368;99.99
99999E00028862;920;15;8;88320;99.99
99999E00028864;1100;18;8;105600;99.99
99999E00028875;920;15;8;88320;99.99
99999E00028876;1650;18;12;158400;99.99
99999E00028879;920;15;8;88320;99.99
99999E00028884;1716;14;16;164736;99.99
99999E00028899;1042;17;8;100032;99.99
99999E00028906;920;15;8;88320;99.99
99999E00028913;920;15;8;88320;99.99
99999E00028919;920;15;8;88320;99.99
99999E00028923;1100;18;8;105600;99.99
99999E00028924;1100;18;8;105600;99.99
99999E00028926;920;15;8;88320;99.99
99999E00028928;1100;18;8;105600;99.99
99999E00028930;920;15;8;88320;99.99
99999E00028937;858;14;8;82368;99.99
99999E00028941;920;15;8;88320;99.99
99999E00028942;858;14;8;82368;99.99
99999E00028945;980;16;8;94080;99.99
99999E00028946;920;15;8;88320;99.99
99999E00028951;1042;17;8;100032;99.99
99999E00028952;1716;14;16;164736;99.99
99999E00028955;1042;17;8;100032;99.99
99999E00028961;1960;16;16;188160;99.99
99999E00028963;1100;18;8;105600;99.99
99999E00028965;1563;17;12;150048;99.99
99999E00028968;916;15;8;87936;99.99
99999E00028973;1650;18;12;158400;99.99
99999E00028974;920;15;8;88320;99.99
99999E00028977;1100;18;8;105600;99.99
99999E00028983;920;15;8;88320;99.99
99999E00028986;1100;18;8;105600;99.99
99999E00029002;920;15;8;88320;99.99
99999E00029007;1100;18;8;105600;99.99
99999E00029008;1100;18;8;105600;99.99
99999E00029010;920;15;8;88320;99.99
99999E00029016;920;15;8;88320;99.99
99999E00029017;920;15;8;88320;99.99
99999E00029019;1100;18;8;105600;99.99
99999E00029022;858;14;8;82368;99.99
99999E00029023;2200;18;16;211200;99.99
99999E00029035;798;13;8;76608;99.99
99999E00029042;1227;18;8;117792;99.99
99999E00029045;1100;18;8;105600;99.99
99999E00029050;920;15;8;88320;99.99
99999E00029071;798;13;8;76608;99.99
99999E00029072;798;13;8;76608;99.99
99999E00029073;798;13;8;76608;99.99
99999E00029086;1100;18;8;105600;99.99
99999E00029096;920;15;8;88320;99.99
99999E00029097;858;14;8;82368;99.99
99999E00029105;920;15;8;88320;99.99
99999E00029111;812;14;8;77952;99.99
99999E00029120;920;15;8;88320;99.99
99999E00029137;1100;18;8;105600;99.99
99999E00029139;1042;17;8;100032;99.99
99999E00029144;1100;18;8;105600;99.99
99999E00029147;798;13;8;76608;99.99
99999E00029153;920;15;8;88320;99.99
99999E00029154;920;15;8;88320;99.99
99999E00029156;1100;18;8;105600;99.99
99999E00029158;980;16;8;94080;99.99
99999E00029159;980;16;8;94080;99.99
99999E00029164;1042;17;8;100032;99.99
99999E00029165;1042;17;8;100032;99.99
99999E00029166;1042;17;8;100032;99.99
99999E00029167;1042;17;8;100032;99.99
99999E00029170;920;15;8;88320;99.99
99999E00029171;1100;18;8;105600;99.99
99999E00029172;920;15;8;88320;99.99
99999E00029173;920;15;8;88320;99.99
99999E00029181;1042;17;8;100032;99.99
99999E00029182;1100;18;8;105600;99.99
99999E00029186;1100;18;8;105600;99.99
99999E00029189;798;13;8;76608;99.99
99999E00029194;1100;18;8;105600;99.99
99999E00029207;1050;17;8;100800;99.99
99999E00029211;920;15;8;88320;99.99
99999E00029213;2036;18;16;195456;99.99
99999E00029221;1100;18;8;105600;99.99
99999E00029224;1100;18;8;105600;99.99
99999E00029225;1042;17;8;100032;99.99
99999E00029226;1100;18;8;105600;99.99
99999E00029227;798;13;8;76608;99.99
99999E00029231;1100;18;8;105600;99.99
99999E00029234;1100;18;8;105600;99.99
99999E00029241;2450;16;20;235200;99.99
99999E00029246;1042;17;8;100032;99.99
99999E00029250;1100;18;8;105600;99.99
99999E00029259;1100;18;8;105600;99.99
99999E00029270;1100;18;8;105600;99.99
99999E00029277;980;16;8;94080;99.99
99999E00029288;1100;18;8;105600;99.99
99999E00029292;1151;18;8;110496;99.99
99999E00029297;2300;15;20;220800;99.99
99999E00029298;920;15;8;88320;99.99
99999E00029299;920;15;8;88320;99.99
99999E00029306;798;13;8;76608;99.99
99999E00029313;1100;18;8;105600;99.99
99999E00029326;980;16;8;94080;99.99
99999E00029327;858;14;8;82368;99.99
99999E00029338;920;15;8;88320;99.99
99999E00029339;1650;18;12;158400;99.99
99999E00029374;1100;18;8;105600;99.99
99999E00029392;1100;18;8;105600;99.99
99999E00029397;1100;18;8;105600;99.99
99999E00029399;1563;17;12;150048;99.99
99999E00029411;2200;18;16;211200;99.99
99999E00029412;920;15;8;88320;99.99
99999E00029413;1100;18;8;105600;99.99
99999E00029415;1100;18;8;105600;99.99
99999E00029416;1100;18;8;105600;99.99
99999E00029440;858;14;8;82368;99.99
99999E00029442;1042;17;8;100032;99.99
99999E00029443;1042;17;8;100032;99.99
99999E00029449;1100;18;8;105600;99.99
99999E00029450;1100;18;8;105600;99.99
99999E00029456;1100;18;8;105600;99.99
99999E00029458;1100;18;8;105600;99.99
99999E00029465;2084;17;16;200064;99.99
99999E00029473;1042;17;8;100032;99.99
99999E00029474;1042;17;8;100032;99.99
99999E00029475;920;15;8;88320;99.99
99999E00029477;858;14;8;82368;99.99
99999E00029478;920;15;8;88320;99.99
99999E00029481;1100;18;8;105600;99.99
99999E00029488;1100;18;8;105600;99.99
99999E00029489;1100;18;8;105600;99.99
99999E00029498;1100;18;8;105600;99.99
99999E00029499;1100;18;8;105600;99.99
99999E00029503;858;14;8;82368;99.99
99999E00029504;858;14;8;82368;99.99
99999E00029507;858;14;8;82368;99.99
99999E00029517;1100;18;8;105600;99.99
99999E00029518;1100;18;8;105600;99.99
99999E00029523;1100;18;8;105600;99.99
99999E00029524;1100;18;8;105600;99.99
99999E00029529;1100;18;8;105600;99.99
99999E00029535;920;15;8;88320;99.99
99999E00029544;858;14;8;82368;99.99
99999E00029563;858;14;8;82368;99.99
99999E00029570;1100;18;8;105600;99.99
99999E00029572;1650;18;12;158400;99.99
99999E00029574;1042;17;8;100032;99.99
99999E00029578;1100;18;8;105600;99.99
99999E00029583;1100;18;8;105600;99.99
99999E00029587;1100;18;8;105600;99.99
99999E00029588;1100;18;8;105600;99.99
99999E00029589;920;15;8;88320;99.99
99999E00029591;858;14;8;82368;99.99
99999E00029604;2200;18;16;211200;99.99
99999E00029606;858;14;8;82368;99.99
99999E00029609;1314;18;8;126144;99.99
99999E00029612;858;14;8;82368;99.99
99999E00029636;858;14;8;82368;99.99
99999E00029658;980;16;8;94080;99.99
99999E00029660;1100;18;8;105600;99.99
99999E00029668;1100;18;8;105600;99.99
99999E00029675;1042;17;8;100032;99.99
99999E00029685;920;15;8;88320;99.99
99999E00029691;1100;18;8;105600;99.99
99999E00029702;1042;17;8;100032;99.99
99999E00029711;1100;18;8;105600;99.99
99999E00029713;980;16;8;94080;99.99
99999E00029716;1100;18;8;105600;99.99
99999E00029718;1100;18;8;105600;99.99
99999E00029721;920;15;8;88320;99.99
99999E00029722;1100;18;8;105600;99.99
99999E00029723;980;16;8;94080;99.99
99999E00029733;1840;15;16;176640;99.99
99999E00029736;1100;18;8;105600;99.99
99999E00029737;1840;15;16;176640;99.99
99999E00029739;1100;18;8;105600;99.99
99999E00029743;980;16;8;94080;99.99
99999E00029744;920;15;8;88320;99.99
99999E00029745;1100;18;8;105600;99.99
99999E00029749;1650;18;16;158400;99.99
99999E00029752;920;15;8;88320;99.99
99999E00029753;1042;17;8;100032;99.99
99999E00029767;920;15;8;88320;99.99
99999E00029772;920;15;8;88320;99.99
99999E00029782;1100;18;8;105600;99.99
99999E00029783;920;15;8;88320;99.99
99999E00029788;1100;18;8;105600;99.99
99999E00029789;1100;18;8;105600;99.99
99999E00029791;1100;18;8;105600;99.99
99999E00029794;1100;18;8;105600;99.99
99999E00029804;1650;18;12;158400;99.99
99999E00029806;920;15;8;88320;99.99
99999E00029807;1100;18;8;105600;99.99
99999E00029808;1100;18;8;105600;99.99
99999E00029812;1100;18;8;105600;99.99
99999E00029813;1100;18;8;105600;99.99
99999E00029816;1100;18;8;105600;99.99
99999E00029818;1100;18;8;105600;99.99
99999E00029821;1100;18;8;105600;99.99
99999E00029822;1100;18;8;105600;99.99
99999E00029823;1100;18;8;105600;99.99
99999E00029824;1042;17;8;100032;99.99
99999E00029825;920;15;8;88320;99.99
99999E00029830;1650;18;12;158400;99.99
99999E00029831;1100;18;8;105600;99.99
99999E00029833;980;16;8;94080;99.99
99999E00029835;1042;17;8;100032;99.99
99999E00029836;1042;17;8;100032;99.99
99999E00029837;920;15;8;88320;99.99
99999E00029838;1650;18;12;158400;99.99
99999E00029841;858;14;8;82368;99.99
99999E00029842;1716;14;16;164736;99.99
99999E00029847;980;16;8;94080;99.99
99999E00029849;798;13;8;76608;99.99
99999E00029857;980;16;8;94080;99.99
99999E00029859;980;16;8;94080;99.99
99999E00029860;980;16;8;94080;99.99
99999E00029869;1100;18;8;105600;99.99
99999E00029873;858;14;8;82368;99.99
99999E00029874;858;14;8;82368;99.99
99999E00029875;858;14;8;82368;99.99
99999E00029876;858;14;8;82368;99.99
99999E00029879;920;15;8;88320;99.99
99999E00029883;858;14;8;82368;99.99
99999E00029894;1100;18;8;105600;99.99
99999E00029895;1100;18;8;105600;99.99
99999E00029899;980;16;8;94080;99.99
99999E00029906;920;15;8;88320;99.99
99999E00029907;980;16;8;94080;99.99
99999E00029912;980;16;8;94080;99.99
99999E00029916;920;15;8;88320;99.99
99999E00029923;920;15;8;88320;99.99
99999E00029925;920;15;8;88320;99.99
99999E00029926;920;15;8;88320;99.99
99999E00029934;1100;18;8;105600;99.99
99999E00029936;980;16;8;94080;99.99
99999E00029937;920;15;8;88320;99.99
99999E00029939;858;14;8;82368;99.99
99999E00029941;1100;18;8;105600;99.99
99999E00029958;1650;18;12;158400;99.99
99999E00029963;920;15;8;88320;99.99
99999E00029964;920;15;8;88320;99.99
99999E00029967;1042;17;8;100032;99.99
99999E00029972;1100;18;8;105600;99.99
99999E00029973;1100;18;8;105600;99.99
99999E00029976;1100;18;8;105600;99.99
99999E00029979;1100;18;8;105600;99.99
99999E00029980;920;15;8;88320;99.99
99999E00029987;1100;18;8;105600;99.99
99999E00029988;1100;18;8;105600;99.99
99999E00030002;980;16;8;94080;99.99
99999E00030007;1100;18;8;105600;99.99
99999E00030022;1100;18;8;105600;99.99
99999E00030026;798;13;8;76608;99.99
99999E00030035;920;15;8;88320;99.99
99999E00030037;1100;18;8;105600;99.99
99999E00030045;1100;18;8;105600;99.99
99999E00030047;980;16;8;94080;99.99
99999E00030049;1100;18;8;105600;99.99
99999E00030051;1042;17;8;100032;99.99
99999E00030054;1100;18;8;105600;99.99
99999E00030068;1100;18;8;105600;99.99
99999E00030069;1770;18;16;169920;99.99
99999E00030074;1042;17;8;100032;99.99
99999E00030076;1042;17;8;100032;99.99
99999E00030080;920;15;8;88320;99.99
99999E00030085;980;16;8;94080;99.99
99999E00030098;1100;18;8;105600;99.99
99999E00030100;1100;18;8;105600;99.99
99999E00030103;1716;14;16;164736;99.99
99999E00030105;980;16;8;94080;99.99
99999E00030114;1716;14;16;164736;99.99
99999E00030122;1100;18;8;105600;99.99
99999E00030123;1100;18;8;105600;99.99
99999E00030124;1650;18;12;158400;99.99
99999E00030125;1100;18;8;105600;99.99
99999E00030126;1100;18;8;105600;99.99
99999E00030131;858;14;8;82368;99.99
99999E00030132;1100;18;8;105600;99.99
99999E00030133;1100;18;8;105600;99.99
99999E00030134;1100;18;8;105600;99.99
99999E00030146;980;16;8;94080;99.99
99999E00030148;1100;18;8;105600;99.99
99999E00030149;980;16;8;94080;99.99
99999E00030151;858;14;8;82368;99.99
99999E00030155;1100;18;8;105600;99.99
99999E00030158;798;13;8;76608;99.99
99999E00030165;1100;18;8;105600;99.99
99999E00030171;920;15;8;88320;99.99
99999E00030177;858;14;8;82368;99.99
99999E00030180;1020;17;8;97920;99.99
99999E00030183;2780;18;20;266880;99.99
99999E00030187;1100;18;8;105600;99.99
99999E00030193;858;14;8;82368;99.99
99999E00030197;858;14;8;82368;99.99
99999E00030198;980;16;8;94080;99.99
99999E00030213;1100;18;8;105600;99.99
99999E00030229;1042;17;8;100032;99.99
99999E00030233;1716;14;16;164736;99.99
99999E00030248;1100;18;8;105600;99.99
99999E00030256;1100;18;8;105600;99.99
99999E00030263;1100;18;8;105600;99.99
99999E00030264;798;13;8;76608;99.99
99999E00030270;1100;18;8;105600;99.99
99999E00030271;1100;18;8;105600;99.99
99999E00030275;980;16;8;94080;99.99
99999E00030277;920;15;8;88320;99.99
99999E00030281;1042;17;8;100032;99.99
99999E00030283;1100;18;8;105600;99.99
99999E00030286;1100;18;8;105600;99.99
99999E00030289;1100;18;8;105600;99.99
99999E00030290;980;16;8;94080;99.99
99999E00030291;1084;18;8;104064;99.99
99999E00030310;1650;18;12;158400;99.99
99999E00030315;1100;18;8;105600;99.99
99999E00030323;920;15;8;88320;99.99
99999E00030325;980;16;8;94080;99.99
99999E00030328;798;13;8;76608;99.99
99999E00030335;1100;18;8;105600;99.99
99999E00030348;980;16;8;94080;99.99
99999E00030350;980;16;8;94080;99.99
99999E00030355;1100;18;8;105600;99.99
99999E00030359;1100;18;8;105600;99.99
99999E00030361;1100;18;8;105600;99.99
99999E00030365;1100;18;8;105600;99.99
99999E00030366;1100;18;8;105600;99.99
99999E00030371;1100;18;8;105600;99.99
99999E00030372;1100;18;8;105600;99.99
99999E00030374;1100;18;8;105600;99.99
99999E00030384;1100;18;8;105600;99.99
99999E00030387;1100;18;8;105600;99.99
99999E00030389;1042;17;8;100032;99.99
99999E00030390;1100;18;8;105600;99.99
99999E00030391;1100;18;8;105600;99.99
99999E00030405;920;15;8;88320;99.99
99999E00030406;920;15;8;88320;99.99
99999E00030407;1100;18;8;105600;99.99
99999E00030409;980;16;8;94080;99.99
99999E00030410;980;16;8;94080;99.99
99999E00030411;980;16;8;94080;99.99
99999E00030415;1100;18;8;105600;99.99
99999E00030422;1100;18;8;105600;99.99
99999E00030429;980;16;8;94080;99.99
99999E00030433;1042;17;8;100032;99.99
99999E00030437;1100;18;8;105600;99.99
99999E00030438;1100;18;8;105600;99.99
99999E00030440;1100;18;8;105600;99.99
99999E00030442;1100;18;8;105600;99.99
99999E00030443;1100;18;8;105600;99.99
99999E00030445;798;13;8;76608;99.99
99999E00030454;1840;15;16;176640;99.99
99999E00030458;1042;17;8;100032;99.99
99999E00030459;1100;18;8;105600;99.99
99999E00030480;1100;18;8;105600;99.99
99999E00030481;1100;18;8;105600;99.99
99999E00030486;1100;18;8;105600;99.99
99999E00030487;1100;18;8;105600;99.99
99999E00030492;1100;18;8;105600;99.99
99999E00030496;858;14;8;82368;99.99
99999E00030498;1100;18;8;105600;99.99
99999E00030500;1042;17;8;100032;99.99
99999E00030501;858;14;8;82368;99.99
99999E00030503;1042;17;8;100032;99.99
99999E00030508;1100;18;8;105600;99.99
99999E00030509;858;14;8;82368;99.99
99999E00030512;2145;14;20;205920;99.99
99999E00030515;1100;18;8;105600;99.99
99999E00030517;920;15;8;88320;99.99
99999E00030518;920;15;8;88320;99.99
99999E00030527;1100;18;8;105600;99.99
99999E00030528;1100;18;8;105600;99.99
99999E00030530;1100;18;8;105600;99.99
99999E00030532;980;16;8;94080;99.99
99999E00030533;798;13;8;76608;99.99
99999E00030537;1042;17;8;100032;99.99
99999E00030540;1650;18;12;158400;99.99
99999E00030547;1100;18;8;105600;99.99
99999E00030549;920;15;8;88320;99.99
99999E00030551;1100;18;8;105600;99.99
99999E00030554;1100;18;8;105600;99.99
99999E00030565;1100;18;8;105600;99.99
99999E00030573;1100;18;8;105600;99.99
99999E00030576;1042;17;8;100032;99.99
99999E00030577;980;16;8;94080;99.99
99999E00030581;920;15;8;88320;99.99
99999E00030582;1100;18;8;105600;99.99
99999E00030586;920;15;8;88320;99.99
99999E00030587;980;16;8;94080;99.99
99999E00030588;920;15;8;88320;99.99
99999E00030589;1100;18;8;105600;99.99
99999E00030595;1100;18;8;105600;99.99
99999E00030597;1100;18;8;105600;99.99
99999E00030599;858;14;8;82368;99.99
99999E00030602;920;15;8;88320;99.99
99999E00030611;920;15;8;88320;99.99
99999E00030618;980;16;8;94080;99.99
99999E00030622;1100;18;8;105600;99.99
99999E00030631;1100;18;8;105600;99.99
99999E00030632;1650;18;12;158400;99.99
99999E00030634;1100;18;8;105600;99.99
99999E00030641;1042;17;8;100032;99.99
99999E00030642;1100;18;8;105600;99.99
99999E00030647;858;14;8;82368;99.99
99999E00030653;1563;17;12;150048;99.99
99999E00030670;1100;18;8;105600;99.99
99999E00030675;1042;17;8;100032;99.99
99999E00030676;980;16;8;94080;99.99
99999E00030677;1042;17;8;100032;99.99
99999E00030678;980;16;8;94080;99.99
99999E00030679;920;15;8;88320;99.99
99999E00030680;920;15;8;88320;99.99
99999E00030681;1100;18;8;105600;99.99
99999E00030683;1100;18;8;105600;99.99
99999E00030688;798;13;8;76608;99.99
99999E00030694;1100;18;8;105600;99.99
99999E00030697;1100;18;8;105600;99.99
99999E00030698;1100;18;8;105600;99.99
99999E00030700;1100;18;8;105600;99.99
99999E00030714;1100;18;8;105600;99.99
99999E00030715;920;15;8;88320;99.99
99999E00030726;1100;18;8;105600;99.99
99999E00030753;1042;17;8;100032;99.99
99999E00030754;798;13;8;76608;99.99
99999E00030769;1100;18;8;105600;99.99
99999E00030789;920;15;8;88320;99.99
99999E00030790;858;14;8;82368;99.99
99999E00030794;858;14;8;82368;99.99
99999E00030797;1100;18;8;105600;99.99
99999E00030814;1100;18;8;105600;99.99
99999E00030826;980;16;8;94080;99.99
99999E00030829;1100;18;8;105600;99.99
99999E00030832;920;15;8;88320;99.99
99999E00030835;2200;18;16;211200;99.99
99999E00030838;1100;18;8;105600;99.99
99999E00030842;980;16;8;94080;99.99
99999E00030843;1042;17;8;100032;99.99
99999E00030844;980;16;8;94080;99.99
99999E00030848;920;15;8;88320;99.99
99999E00030850;980;16;8;94080;99.99
99999E00030861;1100;18;8;105600;99.99
99999E00030863;1100;18;8;105600;99.99
99999E00030878;1100;18;8;105600;99.99
99999E00030883;1100;18;8;105600;99.99
99999E00030894;820;14;8;78720;99.99
99999E00030903;980;16;8;94080;99.99
99999E00030915;1650;18;12;158400;99.99
99999E00030919;1716;14;16;164736;99.99
99999E00030920;1100;18;8;105600;99.99
99999E00030921;798;13;8;76608;99.99
99999E00030922;1650;18;12;158400;99.99
99999E00030926;1100;18;8;105600;99.99
99999E00030928;1100;18;8;105600;99.99
99999E00030938;1100;18;8;105600;99.99
99999E00030939;1100;18;8;105600;99.99
99999E00030942;1042;17;8;100032;99.99
99999E00030944;1100;18;8;105600;99.99
99999E00030952;1100;18;8;105600;99.99
99999E00030953;1100;18;8;105600;99.99
99999E00030956;1100;18;16;105600;99.98
99999E00030957;1042;17;8;100032;99.99
99999E00030958;1100;18;8;105600;99.99
99999E00030959;1100;18;8;105600;99.99
99999E00030970;1100;18;8;105600;99.99
99999E00030974;920;15;8;88320;99.99
99999E00030988;1100;18;8;105600;99.99
99999E00030994;858;14;8;82368;99.99
99999E00030995;980;16;8;94080;99.99
99999E00031005;1100;18;8;105600;99.99
99999E00031012;858;14;8;82368;99.99
99999E00031016;858;14;8;82368;99.99
99999E00031022;1650;18;12;158400;99.99
99999E00031034;858;14;8;82368;99.99
99999E00031042;1100;18;8;105600;99.99
99999E00031063;858;14;8;82368;99.99
99999E00031066;858;14;8;82368;99.99
99999E00031071;858;14;8;82368;99.99
99999E00031074;920;15;8;88320;99.99
99999E00031081;920;15;8;88320;99.99
99999E00031082;980;16;8;94080;99.99
99999E00031083;1100;18;8;105600;99.99
99999E00031084;1650;18;12;158400;99.99
99999E00031085;798;13;8;76608;99.99
99999E00031088;920;15;8;88320;99.99
99999E00031089;740;13;8;71040;99.99
99999E00031093;920;15;8;88320;99.99
99999E00031098;1100;18;8;105600;99.99
99999E00031102;920;15;8;88320;99.99
99999E00031112;920;15;8;88320;99.99
99999E00031122;858;14;8;82368;99.99
99999E00031123;920;15;8;88320;99.99
99999E00031128;1100;18;8;105600;99.99
99999E00031130;1100;18;8;105600;99.99
99999E00031131;1100;18;8;105600;99.99
99999E00031136;858;14;8;82368;99.99
99999E00031138;920;15;8;88320;99.99
99999E00031143;858;14;8;82368;99.99
99999E00031144;1960;16;16;188160;99.99
99999E00031148;1042;17;8;100032;99.99
99999E00031155;1042;17;8;100032;99.99
99999E00031162;1100;18;8;105600;99.99
99999E00031163;1100;18;8;105600;99.99
99999E00031169;798;13;8;76608;99.99
99999E00031170;1100;18;8;105600;99.99
99999E00031172;980;16;8;94080;99.99
99999E00031173;980;16;8;94080;99.99
99999E00031174;980;16;8;94080;99.99
99999E00031175;980;16;8;94080;99.99
99999E00031185;920;15;8;88320;99.99
99999E00031188;2145;14;20;205920;99.99
99999E00031191;920;15;8;88320;99.99
99999E00031193;858;14;8;82368;99.99
99999E00031194;1100;18;8;105600;99.99
99999E00031202;1100;18;8;105600;99.99
99999E00031218;1992;14;20;191232;99.99
