POD;N_Righe;N_Mesi;Tot_NaN_Q;Tot_Celle;Completezza [%]
99999E00016742;920;15;8;88320;99.99
99999E00016749;980;16;8;94080;99.99
99999E00016750;920;15;8;88320;99.99
99999E00016754;980;16;8;94080;99.99
99999E00016755;1042;17;8;100032;99.99
99999E00016774;920;15;8;88320;99.99
99999E00016777;920;15;8;88320;99.99
99999E00016779;798;13;8;76608;99.99
99999E00016781;920;15;8;88320;99.99
99999E00016782;1042;17;8;100032;99.99
99999E00016783;798;13;8;76608;99.99
99999E00016784;1042;17;8;100032;99.99
99999E00016785;980;16;8;94080;99.99
99999E00016786;1042;17;8;100032;99.99
99999E00016788;1042;17;8;100032;99.99
99999E00016789;798;13;8;76608;99.99
99999E00016790;1042;17;8;100032;99.99
99999E00016791;798;13;8;76608;99.99
99999E00016794;1042;17;8;100032;99.99
99999E00016796;980;16;8;94080;99.99
99999E00016797;1042;17;8;100032;99.99
99999E00016798;1042;17;8;100032;99.99
99999E00016800;1042;17;8;100032;99.99
99999E00016801;1042;17;8;100032;99.99
99999E00016802;1042;17;8;100032;99.99
99999E00016803;1042;17;8;100032;99.99
99999E00016804;1042;17;8;100032;99.99
99999E00016805;1042;17;8;100032;99.99
99999E00016806;1042;17;8;100032;99.99
99999E00016807;1042;17;8;100032;99.99
99999E00016808;1042;17;8;100032;99.99
99999E00016809;1042;17;8;100032;99.99
99999E00016811;980;16;8;94080;99.99
99999E00016813;980;16;8;94080;99.99
99999E00016814;920;15;8;88320;99.99
99999E00016820;858;14;8;82368;99.99
99999E00016822;980;16;8;94080;99.99
99999E00016823;1042;17;8;100032;99.99
99999E00016824;1042;17;8;100032;99.99
99999E00016831;1100;18;8;105600;99.99
99999E00016832;1100;18;8;105600;99.99
99999E00016833;1100;18;8;105600;99.99
99999E00016842;920;15;8;88320;99.99
99999E00016854;920;15;8;88320;99.99
99999E00016879;858;14;8;82368;99.99
99999E00016880;858;14;8;82368;99.99
99999E00016883;858;14;8;82368;99.99
99999E00016906;1100;18;8;105600;99.99
99999E00016949;1042;17;8;100032;99.99
99999E00016951;858;14;8;82368;99.99
99999E00016957;1100;18;8;105600;99.99
99999E00016962;980;16;8;94080;99.99
99999E00016963;1100;18;8;105600;99.99
99999E00017016;1042;17;8;100032;99.99
99999E00017017;1042;17;8;100032;99.99
99999E00017024;920;15;8;88320;99.99
99999E00017025;920;15;8;88320;99.99
99999E00017047;1100;18;8;105600;99.99
99999E00017065;920;15;8;88320;99.99
99999E00017069;920;15;8;88320;99.99
99999E00017071;980;16;8;94080;99.99
99999E00017072;798;13;8;76608;99.99
99999E00017081;980;16;8;94080;99.99
99999E00017086;980;16;8;94080;99.99
99999E00017089;798;13;8;76608;99.99
99999E00017108;1042;17;8;100032;99.99
99999E00017109;1042;17;8;100032;99.99
99999E00017114;1100;18;8;105600;99.99
99999E00017123;1650;18;12;158400;99.99
99999E00017124;1100;18;8;105600;99.99
99999E00017133;1042;17;8;100032;99.99
99999E00017139;1042;17;8;100032;99.99
99999E00017147;1042;17;8;100032;99.99
99999E00017161;920;15;8;88320;99.99
99999E00017162;980;16;8;94080;99.99
99999E00017171;1100;18;8;105600;99.99
99999E00017174;858;14;8;82368;99.99
99999E00017176;1042;17;8;100032;99.99
99999E00017188;1100;18;8;105600;99.99
99999E00017197;920;15;8;88320;99.99
99999E00017204;858;14;8;82368;99.99
99999E00017209;920;15;8;88320;99.99
99999E00017213;1100;18;8;105600;99.99
99999E00017216;1042;17;8;100032;99.99
99999E00017220;1042;17;8;100032;99.99
99999E00017222;1042;17;8;100032;99.99
99999E00017231;1042;17;8;100032;99.99
99999E00017232;1100;18;8;105600;99.99
99999E00017234;1100;18;8;105600;99.99
99999E00017238;1100;18;8;105600;99.99
99999E00017239;1042;17;8;100032;99.99
99999E00017247;1100;18;8;105600;99.99
99999E00017253;1100;18;8;105600;99.99
99999E00017254;1100;18;8;105600;99.99
99999E00017256;1042;17;8;100032;99.99
99999E00017274;1100;18;8;105600;99.99
99999E00017284;1100;18;8;105600;99.99
99999E00017287;920;15;8;88320;99.99
99999E00020015;798;13;8;76608;99.99
99999E00020049;1100;18;8;105600;99.99
99999E00020060;1100;18;8;105600;99.99
99999E00020066;1042;17;8;100032;99.99
99999E00020097;1100;18;8;105600;99.99
99999E00020098;980;16;8;94080;99.99
99999E00020110;1100;18;8;105600;99.99
99999E00020129;980;16;8;94080;99.99
99999E00020150;1100;18;8;105600;99.99
99999E00020194;1100;18;8;105600;99.99
99999E00020210;1100;18;8;105600;99.99
99999E00020211;1100;18;8;105600;99.99
99999E00020227;980;16;8;94080;99.99
99999E00020228;980;16;8;94080;99.99
99999E00020231;1100;18;8;105600;99.99
99999E00020232;1100;18;8;105600;99.99
99999E00020233;1100;18;8;105600;99.99
99999E00020262;1042;17;8;100032;99.99
99999E00020263;858;14;8;82368;99.99
99999E00020264;858;14;8;82368;99.99
99999E00020277;1100;18;8;105600;99.99
99999E00020279;798;13;8;76608;99.99
99999E00020281;798;13;8;76608;99.99
99999E00020286;798;13;8;76608;99.99
99999E00020287;798;13;8;76608;99.99
99999E00020298;1100;18;8;105600;99.99
99999E00020323;1100;18;8;105600;99.99
99999E00020334;1100;18;8;105600;99.99
99999E00020341;1100;18;8;105600;99.99
99999E00020355;1100;18;8;105600;99.99
99999E00020356;920;15;8;88320;99.99
99999E00020372;920;15;8;88320;99.99
99999E00020373;920;15;8;88320;99.99
99999E00020380;1960;16;16;188160;99.99
99999E00020386;920;15;8;88320;99.99
99999E00020387;920;15;8;88320;99.99
99999E00020392;920;15;8;88320;99.99
99999E00020395;980;16;8;94080;99.99
99999E00020400;920;15;8;88320;99.99
99999E00020430;1100;18;8;105600;99.99
99999E00020431;980;16;8;94080;99.99
99999E00020458;920;15;8;88320;99.99
99999E00020459;798;13;8;76608;99.99
99999E00020477;1100;18;8;105600;99.99
99999E00020491;920;15;8;88320;99.99
99999E00020509;980;16;8;94080;99.99
99999E00020513;858;14;8;82368;99.99
99999E00020516;1100;18;8;105600;99.99
99999E00020519;1470;16;107;141120;99.92
99999E00020520;1100;18;8;105600;99.99
99999E00020529;1100;18;8;105600;99.99
99999E00020538;1100;18;8;105600;99.99
99999E00020542;1100;18;8;105600;99.99
99999E00020543;1100;18;8;105600;99.99
99999E00020552;980;16;8;94080;99.99
99999E00020570;920;15;8;88320;99.99
99999E00020571;1100;18;8;105600;99.99
99999E00020572;1042;17;8;100032;99.99
99999E00020573;858;14;8;82368;99.99
99999E00020583;920;15;8;88320;99.99
99999E00020590;980;16;8;94080;99.99
99999E00020601;980;16;8;94080;99.99
99999E00020613;1100;18;8;105600;99.99
99999E00020649;858;14;8;82368;99.99
99999E00020650;1042;17;8;100032;99.99
99999E00020653;920;15;8;88320;99.99
99999E00020654;920;15;8;88320;99.99
99999E00020656;920;15;8;88320;99.99
99999E00020697;1100;18;8;105600;99.99
99999E00020714;1100;18;8;105600;99.99
99999E00020716;920;15;8;88320;99.99
99999E00020739;1042;17;8;100032;99.99
99999E00020744;1100;18;8;105600;99.99
99999E00020746;1100;18;8;105600;99.99
99999E00020754;1100;18;8;105600;99.99
99999E00020771;1042;17;8;100032;99.99
99999E00020774;2200;18;16;211200;99.99
99999E00020790;798;13;8;76608;99.99
99999E00020809;1042;17;8;100032;99.99
99999E00020813;980;16;8;94080;99.99
99999E00020814;920;15;8;88320;99.99
99999E00020823;1100;18;8;105600;99.99
99999E00020828;798;13;8;76608;99.99
99999E00020841;798;13;8;76608;99.99
99999E00020842;798;13;8;76608;99.99
99999E00020852;1100;18;8;105600;99.99
99999E00020882;1100;18;8;105600;99.99
99999E00020883;1100;18;8;105600;99.99
99999E00020886;1042;17;8;100032;99.99
99999E00020894;1650;18;12;158400;99.99
99999E00020896;798;13;8;76608;99.99
99999E00020897;798;13;8;76608;99.99
99999E00020898;798;13;8;76608;99.99
99999E00020903;1100;18;8;105600;99.99
99999E00020906;980;16;8;94080;99.99
99999E00020908;1100;18;8;105600;99.99
99999E00020922;1100;18;8;105600;99.99
99999E00020924;920;15;8;88320;99.99
99999E00020930;1042;17;8;100032;99.99
99999E00020935;980;16;8;94080;99.99
99999E00020936;920;15;8;88320;99.99
99999E00020938;920;15;8;88320;99.99
99999E00020957;1100;18;8;105600;99.99
99999E00020964;1716;14;16;164736;99.99
99999E00020974;984;17;8;94464;99.99
99999E00020983;858;14;8;82368;99.99
99999E00020988;920;15;8;88320;99.99
99999E00020990;920;15;8;88320;99.99
99999E00021006;1100;18;8;105600;99.99
99999E00021029;920;15;8;88320;99.99
99999E00021041;1042;17;8;100032;99.99
99999E00021043;1042;17;8;100032;99.99
99999E00021044;1042;17;8;100032;99.99
99999E00021047;1100;18;8;105600;99.99
99999E00021058;920;15;8;88320;99.99
99999E00021068;1100;18;8;105600;99.99
99999E00021072;1100;18;8;105600;99.99
99999E00021083;798;13;8;76608;99.99
99999E00021087;1100;18;8;105600;99.99
99999E00021090;1042;17;8;100032;99.99
99999E00021111;858;14;8;82368;99.99
99999E00021135;2200;18;16;211200;99.99
99999E00021136;1100;18;8;105600;99.99
99999E00021173;1100;18;8;105600;99.99
99999E00021184;1098;18;8;105408;99.99
99999E00021185;1100;18;8;105600;99.99
99999E00021203;798;13;8;76608;99.99
99999E00021204;1042;17;8;100032;99.99
99999E00021210;1100;18;8;105600;99.99
99999E00021245;1100;18;8;105600;99.99
99999E00021248;1100;18;8;105600;99.99
99999E00021268;1100;18;8;105600;99.99
99999E00021272;1256;17;8;120576;99.99
99999E00021276;920;15;8;88320;99.99
99999E00021278;1042;17;8;100032;99.99
99999E00021279;1042;17;8;100032;99.99
99999E00021293;920;15;8;88320;99.99
99999E00021302;1100;18;8;105600;99.99
99999E00021315;1100;18;8;105600;99.99
99999E00021318;1100;18;8;105600;99.99
99999E00021333;1100;18;8;105600;99.99
99999E00021346;1100;18;8;105600;99.99
99999E00021349;1100;18;8;105600;99.99
99999E00021381;1042;17;8;100032;99.99
99999E00021382;1042;17;8;100032;99.99
99999E00021383;1042;17;8;100032;99.99
99999E00021391;920;15;8;88320;99.99
99999E00021401;920;15;8;88320;99.99
99999E00021410;1100;18;8;105600;99.99
99999E00021419;1650;18;12;158400;99.99
99999E00021424;1563;17;12;150048;99.99
99999E00021425;964;17;8;92544;99.99
99999E00021427;1100;18;8;105600;99.99
99999E00021510;1100;18;8;105600;99.99
99999E00021513;1100;18;8;105600;99.99
99999E00021518;920;15;8;88320;99.99
99999E00021537;980;16;8;94080;99.99
99999E00021541;920;15;8;88320;99.99
99999E00021562;1100;18;8;105600;99.99
99999E00021566;980;16;8;94080;99.99
99999E00021580;1100;18;8;105600;99.99
99999E00021590;1100;18;8;105600;99.99
99999E00021609;858;14;8;82368;99.99
99999E00021613;1100;18;8;105600;99.99
99999E00021615;980;16;8;94080;99.99
99999E00021618;858;14;8;82368;99.99
99999E00021633;858;14;8;82368;99.99
99999E00021646;1100;18;8;105600;99.99
99999E00021651;858;14;8;82368;99.99
99999E00021662;1100;18;8;105600;99.99
99999E00021663;1100;18;8;105600;99.99
99999E00021675;920;15;8;88320;99.99
99999E00021701;1100;18;8;105600;99.99
99999E00021704;980;16;8;94080;99.99
99999E00021713;1042;17;8;100032;99.99
99999E00021731;920;15;8;88320;99.99
99999E00021755;1100;18;8;105600;99.99
99999E00021788;1100;18;8;105600;99.99
99999E00021796;980;16;8;94080;99.99
99999E00021801;1100;18;8;105600;99.99
99999E00021815;1042;17;8;100032;99.99
99999E00021816;1100;18;8;105600;99.99
99999E00021817;1100;18;8;105600;99.99
99999E00021823;1100;18;8;105600;99.99
99999E00021843;798;13;8;76608;99.99
99999E00021844;980;16;8;94080;99.99
99999E00021846;1100;18;8;105600;99.99
99999E00021851;1100;18;8;105600;99.99
99999E00021856;1042;17;8;100032;99.99
99999E00021870;1100;18;8;105600;99.99
99999E00021871;1042;17;8;100032;99.99
99999E00021878;920;15;8;88320;99.99
99999E00021881;1840;15;16;176640;99.99
99999E00021886;1437;18;12;137952;99.99
99999E00021906;980;16;8;94080;99.99
99999E00021915;1042;17;8;100032;99.99
99999E00021923;1100;18;8;105600;99.99
99999E00021930;798;13;8;76608;99.99
99999E00021931;798;13;8;76608;99.99
99999E00021937;980;16;8;94080;99.99
99999E00021956;1100;18;8;105600;99.99
99999E00021961;1100;18;8;105600;99.99
99999E00021967;1042;17;8;100032;99.99
99999E00021968;1042;17;8;100032;99.99
99999E00021974;980;16;8;94080;99.99
99999E00021975;980;16;8;94080;99.99
99999E00021976;980;16;8;94080;99.99
99999E00021985;1042;17;8;100032;99.99
99999E00021997;1100;18;8;105600;99.99
99999E00021998;920;15;8;88320;99.99
99999E00022001;980;16;8;94080;99.99
99999E00022005;1042;17;8;100032;99.99
99999E00022016;798;13;8;76608;99.99
99999E00022017;798;13;8;76608;99.99
99999E00022021;1100;18;8;105600;99.99
99999E00022028;988;17;8;94848;99.99
99999E00022036;920;15;8;88320;99.99
99999E00022043;1100;18;8;105600;99.99
99999E00022044;980;16;8;94080;99.99
99999E00022048;1100;18;8;105600;99.99
99999E00022058;920;15;8;88320;99.99
99999E00022065;2145;14;20;205920;99.99
99999E00022079;920;15;8;88320;99.99
99999E00022087;1042;17;8;100032;99.99
99999E00022088;1042;17;8;100032;99.99
99999E00022089;858;14;8;82368;99.99
99999E00022092;1042;17;8;100032;99.99
99999E00022097;1100;18;8;105600;99.99
99999E00022104;1100;18;8;105600;99.99
99999E00022108;920;15;8;88320;99.99
99999E00022111;980;16;8;94080;99.99
99999E00022112;920;15;8;88320;99.99
99999E00022116;980;16;8;94080;99.99
99999E00022120;1100;18;8;105600;99.99
99999E00022126;1716;14;16;164736;99.99
99999E00022134;1100;18;8;105600;99.99
99999E00022146;858;14;8;82368;99.99
99999E00022149;1100;18;8;105600;99.99
99999E00022151;1455;18;12;139680;99.99
99999E00022156;920;15;8;88320;99.99
99999E00022157;920;15;8;88320;99.99
99999E00022158;920;15;8;88320;99.99
99999E00022160;920;15;8;88320;99.99
99999E00022161;920;15;8;88320;99.99
99999E00022162;920;15;8;88320;99.99
99999E00022163;920;15;8;88320;99.99
99999E00022176;858;14;8;82368;99.99
99999E00022180;798;13;8;76608;99.99
99999E00022185;920;15;8;88320;99.99
99999E00022195;920;15;8;88320;99.99
99999E00022197;920;15;8;88320;99.99
99999E00022201;980;16;8;94080;99.99
99999E00022202;980;16;8;94080;99.99
99999E00022208;1100;18;8;105600;99.99
99999E00022209;858;14;8;82368;99.99
99999E00022211;1100;18;8;105600;99.99
99999E00022212;1100;18;8;105600;99.99
99999E00022223;1100;18;8;105600;99.99
99999E00022224;980;16;8;94080;99.99
99999E00022225;980;16;8;94080;99.99
99999E00022228;1100;18;8;105600;99.99
99999E00022276;1100;18;8;105600;99.99
99999E00022293;1100;18;8;105600;99.99
99999E00022299;1100;18;8;105600;99.99
99999E00022304;1100;18;8;105600;99.99
99999E00022316;1100;18;8;105600;99.99
99999E00022335;980;16;8;94080;99.99
99999E00022337;920;15;8;88320;99.99
99999E00022340;1100;18;8;105600;99.99
99999E00022347;1100;18;8;105600;99.99
99999E00022354;1100;18;8;105600;99.99
99999E00022366;1100;18;8;105600;99.99
99999E00022376;1042;17;8;100032;99.99
99999E00022384;1100;18;8;105600;99.99
99999E00022393;1100;18;8;105600;99.99
99999E00022405;920;15;8;88320;99.99
99999E00022411;1042;17;8;100032;99.99
99999E00022427;1100;18;8;105600;99.99
99999E00022435;1100;18;8;105600;99.99
99999E00022444;980;16;8;94080;99.99
99999E00022446;1100;18;8;105600;99.99
99999E00022454;1100;18;8;105600;99.99
99999E00022464;1100;18;8;105600;99.99
99999E00022465;1100;18;8;105600;99.99
99999E00022467;1100;18;8;105600;99.99
99999E00022468;1100;18;8;105600;99.99
99999E00022476;1100;18;8;105600;99.99
99999E00022478;920;15;8;88320;99.99
99999E00022479;920;15;8;88320;99.99
99999E00022487;920;15;8;88320;99.99
99999E00022490;858;14;8;82368;99.99
99999E00022494;1100;18;8;105600;99.99
99999E00022500;858;14;8;82368;99.99
99999E00022502;858;14;8;82368;99.99
99999E00022510;980;16;8;94080;99.99
99999E00022519;980;16;8;94080;99.99
99999E00022541;1100;18;8;105600;99.99
99999E00022551;1042;17;8;100032;99.99
99999E00022565;1650;18;12;158400;99.99
99999E00022578;1042;17;8;100032;99.99
99999E00022580;980;16;8;94080;99.99
99999E00022591;1100;18;8;105600;99.99
99999E00022601;920;15;8;88320;99.99
99999E00022604;920;15;8;88320;99.99
99999E00022610;858;14;8;82368;99.99
99999E00022611;920;15;8;88320;99.99
99999E00022612;1100;18;8;105600;99.99
99999E00022613;1100;18;8;105600;99.99
99999E00022614;1100;18;8;105600;99.99
99999E00022615;1100;18;8;105600;99.99
99999E00022624;1042;17;8;100032;99.99
99999E00022625;1100;18;8;105600;99.99
99999E00022626;1100;18;8;105600;99.99
99999E00022647;1100;18;8;105600;99.99
99999E00022650;920;15;8;88320;99.99
99999E00022652;996;18;8;95616;99.99
99999E00022674;858;14;8;82368;99.99
99999E00022680;1100;18;8;105600;99.99
99999E00022695;1100;18;8;105600;99.99
99999E00022698;858;14;8;82368;99.99
99999E00022699;858;14;8;82368;99.99
99999E00022700;858;14;8;82368;99.99
99999E00022701;858;14;8;82368;99.99
99999E00022724;1100;18;8;105600;99.99
99999E00022763;1100;18;8;105600;99.99
99999E00022776;920;15;8;88320;99.99
99999E00022803;1100;18;8;105600;99.99
99999E00022806;1042;17;8;100032;99.99
99999E00022813;1650;18;12;158400;99.99
99999E00022827;858;14;8;82368;99.99
99999E00022861;980;16;8;94080;99.99
99999E00022862;980;16;8;94080;99.99
99999E00022879;1100;18;8;105600;99.99
99999E00022892;1100;18;8;105600;99.99
99999E00022916;1100;18;8;105600;99.99
99999E00022917;1100;18;8;105600;99.99
99999E00022948;1100;18;8;105600;99.99
99999E00022952;1100;18;8;105600;99.99
99999E00022969;980;16;8;94080;99.99
99999E00022990;1100;18;8;105600;99.99
99999E00023002;1100;18;8;105600;99.99
99999E00023019;1042;17;8;100032;99.99
99999E00023020;980;16;8;94080;99.99
99999E00023026;858;14;8;82368;99.99
99999E00023046;920;15;8;88320;99.99
99999E00023050;1100;18;8;105600;99.99
99999E00023052;1100;18;8;105600;99.99
99999E00023065;1042;17;8;100032;99.99
99999E00023070;1042;17;8;100032;99.99
99999E00023081;1100;18;8;105600;99.99
99999E00023082;1100;18;8;105600;99.99
99999E00023092;1100;18;8;105600;99.99
99999E00023095;1042;17;8;100032;99.99
99999E00023103;1042;17;8;100032;99.99
99999E00023113;1100;18;8;105600;99.99
99999E00023140;920;15;8;88320;99.99
99999E00023200;920;15;8;88320;99.99
99999E00023227;858;14;8;82368;99.99
99999E00023230;1100;18;8;105600;99.99
99999E00023231;1100;18;8;105600;99.99
99999E00023232;1100;18;8;105600;99.99
99999E00023235;1042;17;8;100032;99.99
99999E00023236;1042;17;8;100032;99.99
99999E00023242;920;15;8;88320;99.99
99999E00023247;1042;17;8;100032;99.99
99999E00023248;1042;17;8;100032;99.99
99999E00023249;1042;17;8;100032;99.99
99999E00023250;920;15;8;88320;99.99
99999E00023255;1100;18;8;105600;99.99
99999E00023269;856;14;8;82176;99.99
99999E00023270;920;15;8;88320;99.99
99999E00023280;920;15;8;88320;99.99
99999E00023287;920;15;8;88320;99.99
99999E00023291;1100;18;8;105600;99.99
99999E00023299;858;14;8;82368;99.99
99999E00023302;1100;18;8;105600;99.99
99999E00023303;1100;18;8;105600;99.99
99999E00023306;1100;18;8;105600;99.99
99999E00023311;1042;17;8;100032;99.99
99999E00023313;1100;18;8;105600;99.99
99999E00023318;1100;18;8;105600;99.99
99999E00023320;1100;18;8;105600;99.99
99999E00023324;1042;17;8;100032;99.99
99999E00023326;920;15;8;88320;99.99
99999E00023328;1100;18;8;105600;99.99
99999E00023329;1100;18;8;105600;99.99
99999E00023331;1100;18;8;105600;99.99
99999E00023334;920;15;8;88320;99.99
99999E00023377;1100;18;8;105600;99.99
99999E00023380;1100;18;8;105600;99.99
99999E00023382;1100;18;8;105600;99.99
99999E00023429;1042;17;8;100032;99.99
99999E00023437;798;13;8;76608;99.99
99999E00023441;1650;18;12;158400;99.99
99999E00023452;1100;18;8;105600;99.99
99999E00023459;1100;18;8;105600;99.99
99999E00023482;1042;17;8;100032;99.99
99999E00023485;1100;18;8;105600;99.99
99999E00023486;1100;18;8;105600;99.99
99999E00023490;980;16;8;94080;99.99
99999E00023491;858;14;8;82368;99.99
99999E00023492;920;15;8;88320;99.99
99999E00023494;920;15;8;88320;99.99
99999E00023502;1100;18;8;105600;99.99
99999E00023503;1100;18;8;105600;99.99
99999E00023504;1650;18;12;158400;99.99
99999E00023509;1100;18;8;105600;99.99
99999E00023517;1100;18;8;105600;99.99
99999E00023521;2084;17;16;200064;99.99
99999E00023524;1100;18;8;105600;99.99
99999E00023525;920;15;8;88320;99.99
99999E00023543;1100;18;8;105600;99.99
99999E00023546;1100;18;8;105600;99.99
99999E00023574;1042;17;8;100032;99.99
99999E00023589;980;16;8;94080;99.99
99999E00023600;920;15;8;88320;99.99
99999E00023608;1042;17;8;100032;99.99
99999E00023610;920;15;8;88320;99.99
99999E00023616;980;16;8;94080;99.99
99999E00023634;1100;18;8;105600;99.99
99999E00023678;1042;17;8;100032;99.99
99999E00023695;980;16;8;94080;99.99
99999E00023696;920;15;8;88320;99.99
99999E00023697;920;15;8;88320;99.99
99999E00023698;1100;18;8;105600;99.99
99999E00023700;1100;18;8;105600;99.99
99999E00023702;920;15;8;88320;99.99
99999E00023717;920;15;8;88320;99.99
99999E00023721;858;14;8;82368;99.99
99999E00023723;1042;17;8;100032;99.99
99999E00023753;858;14;8;82368;99.99
99999E00023769;1650;18;12;158400;99.99
99999E00023771;1100;18;8;105600;99.99
99999E00023773;980;16;8;94080;99.99
99999E00023777;1650;18;12;158400;99.99
99999E00023786;920;15;8;88320;99.99
99999E00023804;980;16;8;94080;99.99
99999E00023810;1100;18;8;105600;99.99
99999E00023813;1042;17;8;100032;99.99
99999E00023818;1100;18;8;105600;99.99
99999E00023819;1100;18;8;105600;99.99
99999E00023825;920;15;8;88320;99.99
99999E00023827;920;15;8;88320;99.99
99999E00023840;1100;18;8;105600;99.99
99999E00023851;858;14;8;82368;99.99
99999E00023852;858;14;8;82368;99.99
99999E00023860;858;14;8;82368;99.99
99999E00023861;858;14;8;82368;99.99
99999E00023863;858;14;8;82368;99.99
99999E00023866;858;14;8;82368;99.99
99999E00023880;1100;18;8;105600;99.99
99999E00023896;920;15;8;88320;99.99
99999E00023897;920;15;8;88320;99.99
99999E00023911;920;15;8;88320;99.99
99999E00023912;1100;18;8;105600;99.99
99999E00023916;980;16;8;94080;99.99
99999E00023923;858;14;8;82368;99.99
99999E00023926;1100;18;8;105600;99.99
99999E00023934;920;15;8;88320;99.99
99999E00023935;920;15;8;88320;99.99
99999E00023948;1100;18;8;105600;99.99
99999E00023951;1100;18;8;105600;99.99
99999E00023956;858;14;8;82368;99.99
99999E00023959;798;13;8;76608;99.99
99999E00023967;980;16;8;94080;99.99
99999E00023980;1100;18;8;105600;99.99
99999E00023981;1100;18;8;105600;99.99
99999E00023984;1100;18;8;105600;99.99
99999E00023999;1100;18;8;105600;99.99
99999E00024001;1100;18;8;105600;99.99
99999E00024002;1100;18;8;105600;99.99
99999E00024005;1100;18;8;105600;99.99
99999E00024008;1386;18;12;133056;99.99
99999E00024009;1100;18;8;105600;99.99
99999E00024013;1042;17;8;100032;99.99
99999E00024018;1368;18;12;131328;99.99
99999E00024019;1100;18;8;105600;99.99
99999E00024025;1100;18;8;105600;99.99
99999E00024065;1100;18;8;105600;99.99
99999E00024080;1100;18;8;105600;99.99
99999E00024088;858;14;8;82368;99.99
99999E00024096;1100;18;8;105600;99.99
99999E00024099;1100;18;8;105600;99.99
99999E00024104;858;14;8;82368;99.99
99999E00024129;858;14;8;82368;99.99
99999E00024130;1100;18;8;105600;99.99
99999E00024132;1100;18;8;105600;99.99
99999E00024133;1104;18;8;105984;99.99
99999E00024154;1100;18;8;105600;99.99
99999E00024155;1100;18;8;105600;99.99
99999E00024188;980;16;8;94080;99.99
99999E00024194;798;13;8;76608;99.99
99999E00024208;1100;18;8;105600;99.99
99999E00024225;1100;18;8;105600;99.99
99999E00024230;1100;18;8;105600;99.99
99999E00024232;920;15;8;88320;99.99
99999E00024238;1042;17;8;100032;99.99
99999E00024247;1100;18;8;105600;99.99
99999E00024299;920;15;8;88320;99.99
99999E00024304;1100;18;8;105600;99.99
99999E00024305;1042;17;8;100032;99.99
99999E00024327;1100;18;8;105600;99.99
99999E00024333;1100;18;8;105600;99.99
99999E00024342;858;14;8;82368;99.99
99999E00024343;1042;17;8;100032;99.99
99999E00024366;1100;18;8;105600;99.99
99999E00024386;980;16;8;94080;99.99
99999E00024397;1042;17;8;100032;99.99
99999E00024413;798;13;8;76608;99.99
99999E00024414;798;13;8;76608;99.99
99999E00024415;798;13;8;76608;99.99
99999E00024425;876;15;8;84096;99.99
99999E00024428;920;15;8;88320;99.99
99999E00024429;1100;18;8;105600;99.99
99999E00024441;1100;18;8;105600;99.99
99999E00024463;1100;18;8;105600;99.99
99999E00024469;858;14;8;82368;99.99
99999E00024475;1100;18;8;105600;99.99
99999E00024491;1100;18;8;105600;99.99
99999E00024502;1650;18;20;158400;99.99
99999E00024503;1100;18;8;105600;99.99
99999E00024506;1100;18;8;105600;99.99
99999E00024510;858;14;8;82368;99.99
99999E00024514;920;15;8;88320;99.99
99999E00024516;1100;18;8;105600;99.99
99999E00024521;1100;18;8;105600;99.99
99999E00024523;920;15;8;88320;99.99
99999E00024552;1042;17;8;100032;99.99
99999E00024570;1100;18;8;105600;99.99
99999E00024580;1100;18;8;105600;99.99
99999E00024581;1100;18;8;105600;99.99
99999E00024592;1100;18;8;105600;99.99
99999E00024596;1042;17;8;100032;99.99
99999E00024598;1042;17;8;100032;99.99
99999E00024607;1100;18;8;105600;99.99
99999E00024616;980;16;8;94080;99.99
99999E00024617;980;16;8;94080;99.99
99999E00024618;980;16;8;94080;99.99
99999E00024619;980;16;8;94080;99.99
99999E00024620;858;14;8;82368;99.99
99999E00024625;1100;18;8;105600;99.99
99999E00024626;1100;18;8;105600;99.99
99999E00024627;1100;18;8;105600;99.99
99999E00024630;1042;17;8;100032;99.99
99999E00024640;1100;18;8;105600;99.99
99999E00024644;1100;18;8;105600;99.99
99999E00024649;1100;18;8;105600;99.99
99999E00024652;858;14;8;82368;99.99
99999E00024669;1100;18;8;105600;99.99
99999E00024670;1042;17;8;100032;99.99
99999E00024671;1100;18;8;105600;99.99
99999E00024683;1650;18;12;158400;99.99
99999E00024687;1100;18;8;105600;99.99
99999E00024688;920;15;8;88320;99.99
99999E00024691;920;15;8;88320;99.99
99999E00024692;920;15;8;88320;99.99
99999E00024695;920;15;8;88320;99.99
99999E00024697;1100;18;8;105600;99.99
99999E00024704;1100;18;8;105600;99.99
99999E00024716;920;15;8;88320;99.99
99999E00024726;1100;18;8;105600;99.99
99999E00024732;798;13;8;76608;99.99
99999E00024737;1100;18;8;105600;99.99
99999E00024748;1100;18;8;105600;99.99
99999E00024760;1100;18;8;105600;99.99
99999E00024761;1100;18;8;105600;99.99
99999E00024821;1100;18;8;105600;99.99
99999E00024822;1100;18;8;105600;99.99
99999E00024824;1042;17;8;100032;99.99
99999E00024831;858;14;8;82368;99.99
99999E00024866;1042;17;8;100032;99.99
99999E00024872;1100;18;8;105600;99.99
99999E00024890;1100;18;8;105600;99.99
99999E00024894;2494;18;20;239424;99.99
99999E00024895;1042;17;8;100032;99.99
99999E00024900;1100;18;8;105600;99.99
99999E00024921;1650;18;12;158400;99.99
99999E00024934;920;15;8;88320;99.99
99999E00024935;798;13;8;76608;99.99
