Tipologia;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-10;2024-11;2025-01;2025-03;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;Media
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Commercio al dettaglio di ogget;;;;136935.0;140887.5;307407.0;356794.0;95125.0;111004.5;373244.0;280351.5;114156.5;300759.0;386087.0;225220.5;84838.0;84352.0;314099.5;220750.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività di servizi di catering per;;;;239803.0;147034.0;194627.0;139927.0;242383.0;229867.0;113273.0;302608.0;272554.0;246824.0;140435.0;145065.0;312961.0;266831.0;221404.0;214373.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Raccolta dei rifiuti               ;;;;;160631.5;200118.5;179055.5;212428.5;244746.0;287113.5;272799.5;175104.5;205624.5;198698.0;173788.0;212669.0;228442.5;243509.5;213909.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Commercio al dettaglio di fiori, pi;311446.0;354261.0;200359.0;221325.0;149394.0;193722.0;133485.0;252593.0;173563.0;66843.0;213928.0;115172.0;110994.0;234526.0;242530.0;264661.0;263885.0;323716.0;212577.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Produzione di beni indifferenziati ;577.0;202.0;6224.0;1279.0;12193.0;21586.0;7875.0;6978.0;329511.5;170017.5;443983.5;566537.0;542443.5;529120.5;375117.0;319531.5;166130.0;164822.5;203562.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Servizi degli istituti di belle;83240.0;84133.0;60619.0;81253.0;210554.0;315488.0;349412.0;102271.5;154249.0;259185.5;188205.5;204256.0;315180.5;385601.5;206380.5;161813.5;184563.0;270298.5;200928.0
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività di ristoranti con servizio;63479.0;182946.0;176791.0;146630.0;210207.0;231688.0;283424.0;132685.0;175048.0;189933.0;238047.0;230902.0;248974.0;250743.0;200831.0;199589.0;210735.0;231244.0;200216.4
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Commercio al dettaglio di artic;233487.2;218175.2;198789.0;118914.9;202012.1;295291.2;298269.2;128348.0;136754.2;299591.8;259311.7;156659.2;180104.2;209903.4;147363.4;116702.2;123798.0;248459.3;198440.8
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Coltivazioni agricole associate all;105520.0;130987.2;148293.3;185197.5;282577.5;395502.0;338037.7;203033.7;162814.2;104357.8;129547.8;237044.7;277901.0;209618.7;181668.3;139895.7;150067.7;148792.2;196158.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Estrazione di pietre ornamentali, c;180699.0;202434.0;194742.0;218177.0;191165.0;205455.0;170424.0;213444.0;201885.0;208085.0;247855.0;179654.0;205890.0;171665.0;172300.0;198656.0;174851.0;152728.0;193894.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Commercio al dettaglio di giochi e ;;;;33313.0;153227.0;292768.0;291333.0;11576.0;1172.0;815.0;0.0;229389.0;450948.0;544987.0;374251.0;23975.0;35981.0;455997.0;193315.5
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Utilizzo di aree forestali         ;239494.5;234841.5;220167.5;212497.0;133891.5;261960.0;173536.5;97802.0;138928.0;220372.5;91463.0;86340.5;144743.0;203460.5;253430.5;207484.0;269585.0;259971.0;191664.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Fabbricazione di articoli da viaggi;;;;;;258042.0;270745.0;63.0;;232940.0;260490.0;236278.0;244639.0;269739.0;166859.0;0.0;16138.0;309835.0;188814.0
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Noleggio di strutture ed attrez;205129.0;228181.0;182722.0;220765.0;164339.0;175567.0;197114.0;224893.0;184146.0;181337.0;204417.0;135501.0;162188.0;187908.0;112492.0;210530.0;176884.0;211692.0;186989.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Servizi forniti da commercialis;134842.0;136030.0;131292.0;143447.0;132120.0;141632.0;124451.0;126541.0;179344.0;275214.0;244879.0;242451.0;250208.0;229867.0;203484.0;205643.0;209771.0;211256.0;184581.8
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Servizi dei parrucchieri e di a;237841.0;286189.0;193494.0;172491.0;94146.0;100902.0;110441.0;203685.0;303733.0;339397.0;252196.0;85011.0;100375.0;93335.0;84640.0;89493.0;238841.0;306721.0;182940.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Commercio al dettaglio di libri    ;;;;23391.0;144027.0;286609.0;336699.0;12297.0;36872.0;267689.0;182095.0;213473.0;346669.0;377219.0;209847.0;9519.0;37004.0;236125.0;181302.3
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Taglio e lavorazione di pietre e di;;150209.0;147603.0;156034.0;133757.0;179176.0;155376.0;198997.0;257405.0;228478.0;211303.0;182961.0;177772.0;145630.0;163983.0;177901.0;201788.0;204164.0;180737.5
DOMESTICI | USI DOMESTICI RESIDE | Abitazioni private                 ;177330.5;185965.8;174417.2;169202.7;164275.0;180500.0;183601.3;173690.4;180585.2;203929.7;184128.7;169888.7;177523.3;185509.3;166983.3;175403.0;179357.5;204305.7;179811.0
DOMESTICI | USI DOMESTICI NON RE | Affitto e gestione di beni immobili;64171.5;123614.0;105689.5;145016.0;173350.5;162948.5;371106.0;116367.5;175418.5;199129.5;125487.5;141257.0;205500.5;351307.5;205235.0;152731.0;166732.0;204033.0;177171.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività odontoiatriche            ;101837.0;206152.0;176340.0;199781.0;169812.0;192424.0;114010.0;201851.0;183720.0;194672.0;184736.0;184502.0;191807.0;130475.0;168435.0;190615.0;203892.0;164295.0;175519.8
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Installazione di impianti elettrici;171163.0;197206.0;163669.0;168158.0;179575.0;161372.0;156210.0;177711.0;198274.0;179068.0;168615.0;148667.0;160764.0;149297.0;165250.0;154469.0;199784.0;195022.0;171904.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Trasporto di linea di passeggeri su;;;171072.0;171577.0;168994.0;183504.0;185574.0;168687.0;152800.0;175185.0;174945.0;146370.0;162641.0;163542.0;148558.0;158085.0;150552.0;169517.0;165725.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Fabbricazione di prodotti in legno,;159321.5;153670.0;131088.0;192733.0;105282.0;134669.5;161506.0;162644.5;211121.5;175295.5;288020.5;99942.5;164319.0;134842.0;169080.5;143611.0;145814.0;245897.5;165492.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Sartoria e confezione su misura di ;187053.0;153727.0;163702.0;173184.0;153618.0;158930.0;168162.0;158284.0;153443.0;180551.0;135995.0;139121.0;136393.0;150954.0;160593.0;160110.0;183677.0;260775.0;165459.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Trasmissione di energia elettrica  ;189946.0;188452.0;157199.0;145907.0;127359.0;130513.0;128114.0;170478.0;189350.0;227812.0;188848.0;123854.0;129298.0;130736.0;126751.0;168287.0;193054.0;222446.0;163244.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Servizi veterinari                 ;0.0;0.0;113283.5;120251.5;114223.3;227884.7;233861.7;118459.0;166467.3;344087.0;319823.0;105587.3;194874.0;179101.3;126397.0;142968.0;156167.0;243589.3;161501.4
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Servizi generali degli edifici per ;76211.7;163254.5;119622.2;118956.3;127644.4;134880.4;146060.2;123553.5;140811.5;267144.2;188103.9;120098.5;138429.6;157949.8;136778.6;145777.3;182325.4;256860.9;152470.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Trasporto di merci su strada e serv;13746.7;13548.7;22451.5;22112.5;129342.0;132515.6;114076.9;168035.9;161868.5;301605.8;262753.4;126977.4;120345.6;114961.0;184718.0;185778.9;212261.0;277883.1;142499.0
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Allevamento di altri bovini e bufal;56.0;694.0;16843.0;24359.0;79914.0;461848.0;790447.0;80328.0;35745.0;15124.0;4366.0;243514.0;175578.0;415891.0;57240.0;29186.0;17056.0;15194.0;136854.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Formazione sportiva e ricreativa   ;;;66490.0;35710.0;56286.0;197682.0;383829.0;33929.0;31348.0;163247.0;145643.0;129561.0;236668.0;329500.0;124372.0;47744.0;41657.0;118369.0;133877.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Coltivazione di fiori in coltur;97890.0;108466.0;98357.0;159795.0;113402.0;131196.0;125381.0;185948.0;125909.0;155342.0;117605.0;125259.0;119615.0;155456.0;135780.0;126974.0;200906.0;114448.0;133207.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Affitto e gestione di terreni per t;;;116402.0;90551.3;104484.0;177600.3;130224.3;122875.7;121945.3;138196.3;126321.0;132140.3;153462.7;183388.3;145309.3;106035.3;103029.3;130110.0;130129.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Fabbricazione di serrature e cernie;133845.0;113849.0;103639.0;142924.0;97318.0;141912.0;80105.0;127801.0;115273.0;134008.0;150362.0;128986.0;159655.0;107968.0;156783.0;169606.0;142048.0;127673.0;129653.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Produzione di energia elettrica da ;;;;;121040.0;208428.0;224405.0;66478.0;74774.0;46230.0;94030.0;246363.0;181453.0;196459.0;157097.0;111318.0;42487.0;40309.0;129347.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività di altre organizzazioni as;220160.7;173161.3;124942.0;116301.7;47640.8;51765.8;139323.2;207270.8;172908.9;184184.5;66396.0;36473.5;53758.4;64812.4;40562.9;43778.1;122645.5;210262.5;115352.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Commercio al dettaglio di apparecch;;;;0.0;149558.0;159556.0;204064.0;0.0;236.0;307671.0;246718.0;70604.0;141473.0;169868.0;53707.0;0.0;0.0;210268.0;114248.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Commercio all'ingrosso di compu;;0.0;;90992.0;119507.0;124396.0;124279.0;122171.0;118158.0;121984.0;121837.0;106021.0;123775.0;123987.0;118839.0;121937.0;117814.0;121833.0;111095.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Altri servizi di istruzione n.c;;121019.0;98048.0;70081.0;101089.0;118770.0;110871.0;105074.0;93732.0;100331.0;115724.0;103594.0;110156.0;110413.0;110460.0;117335.0;100231.0;100405.0;105137.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Magazzinaggio e deposito non refrig;152361.9;75535.9;43829.9;184749.5;173305.3;231479.6;220783.9;138330.4;79832.6;135906.7;49125.6;51418.1;55785.2;56668.2;38178.9;38070.7;64740.5;90407.9;104472.8
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Attività degli studi di archite;187534.0;5899.0;5581.0;61017.0;51728.0;66364.5;63931.0;44286.0;48015.5;247034.0;206046.5;85874.0;87087.0;86399.5;106677.0;82483.0;1909.0;176096.5;89664.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Altri lavori di costruzione special;76568.0;92615.0;78296.0;109434.0;71441.0;89070.0;73757.0;112348.0;127059.0;76349.0;92934.0;61476.0;78221.0;60184.0;76704.0;95963.0;97879.0;128446.0;88819.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività fotografiche fornite da fo;;;;;55535.0;54716.0;59657.0;4134.0;33.0;288284.0;212910.0;63155.0;78636.0;66702.0;63894.0;70554.0;63901.0;118523.0;85759.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Amministrazione di condomini e ;;;53515.4;42595.6;72460.3;91690.6;125202.9;48143.0;57510.9;160109.5;106871.8;69496.8;92564.5;136508.1;64587.6;48476.6;59024.1;120722.4;84342.5
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Commercio al dettaglio di utens;;;;5682.0;12041.0;275393.0;252104.0;5767.0;5457.0;66803.0;30609.0;7811.0;215691.0;314999.0;21062.0;5479.0;5247.0;40437.0;84305.5
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Altre attività professionali n.;3137.0;73076.0;29860.5;16596.0;29913.5;155870.0;188536.0;23960.0;30077.5;175320.0;116808.0;54672.5;149747.0;202034.5;98450.0;69784.0;11179.0;40977.5;81666.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Allevamento di animali             ;21858.1;27334.6;11872.9;15647.7;161585.9;175641.7;142851.6;71731.8;67905.8;57878.8;198205.7;263522.7;126157.9;36870.5;10867.3;19864.2;21139.1;28933.8;81103.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Elaborazione e supervisione di prog;89255.0;89747.0;62373.0;74387.0;72370.0;81531.0;71653.0;78061.0;85860.0;96166.0;77353.0;58177.0;60563.0;65151.0;65394.0;63690.0;90903.0;93864.0;76472.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Installazione di impianti idraulici;;77320.0;67321.0;71713.0;63067.0;73066.0;73583.0;75512.0;90803.0;85523.0;67977.0;74863.0;78142.0;68688.0;66297.0;71057.0;74737.0;78781.0;74026.5
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Altre attività di pulizia speci;194095.0;159471.0;67830.5;56867.0;25383.5;15348.5;13447.0;39666.5;89638.5;169810.5;94963.5;15086.0;17349.5;17495.0;22395.5;34069.0;121609.5;119716.5;70791.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Commercio al dettaglio di prodotti ;74365.0;53514.0;21493.0;18580.0;46691.0;91601.5;109125.0;18398.0;19852.5;158186.5;73233.0;60587.5;118938.5;141989.0;92865.5;40975.0;30717.0;95694.0;70378.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Altra stampa                       ;56396.0;43449.0;61507.0;51085.0;69503.0;67549.0;51419.0;62048.0;66129.0;61208.0;65115.0;88750.0;66949.0;64516.0;70662.0;73026.0;88218.0;75931.0;65747.8
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Riparazione e manutenzione di mobil;106510.0;132954.0;98385.0;53505.0;49709.0;47722.0;40923.0;45370.0;51063.0;62674.0;75414.0;43578.0;49645.0;48381.0;48189.0;46733.0;69747.0;79913.0;63911.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Organizzazione di convegni e fi;97252.0;123516.0;93430.0;85757.0;72480.0;78741.0;86932.0;92578.0;92033.0;63099.0;73700.0;27129.0;11537.0;12628.0;18072.0;16838.0;48005.0;54946.0;63815.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Gestioni di funicolari, ski-lif;;;;;2509.0;1538.0;1544.0;2227.0;8629.0;334172.0;338431.0;1552.0;1588.0;1579.0;1550.0;2523.0;4291.0;164141.0;61876.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Installazione di impianti di spegni;49635.0;49313.0;42466.0;49115.0;36365.0;27642.0;22032.0;51679.0;45919.0;53488.0;49150.0;36868.0;105192.0;114219.0;133353.0;55862.0;45012.0;123311.0;60590.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività di agenzie di viaggio     ;47256.0;47705.0;28990.0;50678.0;42334.0;44927.0;33562.0;145350.0;63534.0;62217.0;70485.0;43525.0;48627.0;43300.0;32016.0;93360.0;78973.0;85311.0;59008.3
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Trasporto di merci su strada       ;78243.0;55836.0;60187.0;61360.0;65967.0;42888.0;46390.0;53950.0;115254.0;54528.0;58089.0;53780.0;58751.0;52187.0;45749.0;68488.0;54464.0;34581.0;58927.3
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Servizi integrati di supporto p;;;;;;;177215.0;10813.0;20194.0;15314.0;15632.0;36974.0;17303.0;303345.0;38679.0;21483.0;18707.0;14699.0;57529.8
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Attività generali di amministrazion;;;;;3953.0;3901.0;3907.0;7671.0;130782.0;251709.0;42161.0;3821.0;5080.0;3940.0;3820.0;13947.0;117650.0;170176.0;54465.6
DOMESTICI | USI DOMESTICI NON RE | Abitazioni private                 ;45134.2;46473.7;36292.7;27166.8;34964.8;64428.9;105360.4;30956.4;33737.9;68451.5;49235.1;41221.4;66956.6;105571.9;42853.7;35194.9;35729.2;76217.5;52552.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Trasporto non di linea di passegger;105554.0;81603.0;45119.0;27302.0;18519.0;16485.0;19011.0;35027.0;88014.0;128354.0;72919.0;36018.0;22755.0;27822.0;25349.0;18580.0;66749.0;93219.0;51577.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Preparazione del cantiere edile    ;52425.0;50897.0;54271.0;49723.0;48741.0;87725.0;31010.0;58791.5;57270.5;60146.5;49743.5;62378.5;47478.0;36263.0;38722.5;40796.5;40313.5;48747.0;50857.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Confezione di altro abbigliamen;57840.0;56558.0;52223.0;51719.0;44526.0;47668.0;48244.0;51627.0;54057.0;61901.0;54272.0;42310.0;46210.0;44094.0;43917.0;48324.0;50114.0;56231.0;50657.5
DOMESTICI | USI DOMESTICI NON RE | Affitto e gestione di terreni per t;;;;;27349.8;101158.5;107791.5;16067.5;11027.5;65984.0;32565.2;10257.5;86426.2;86769.5;35397.2;14582.5;17383.2;68805.0;48683.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Commercio al dettaglio di mobil;;;954.0;11175.5;12600.5;69447.5;55881.5;1274.5;1002.0;115679.0;49989.5;34720.0;40404.5;97247.0;61258.0;46010.5;54050.0;109652.0;47584.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Edizione di software               ;;;;44067.0;42456.0;43786.0;43783.0;44196.0;38979.0;72345.0;40004.0;38125.0;39520.0;39480.0;38346.0;39853.0;38790.0;40158.0;42925.9
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022ALTRE ATTIVITÀ DI SERVIZI PER L;30703.4;49979.8;52594.7;47564.7;52584.9;34839.7;30350.0;41061.0;55270.9;39709.5;24970.6;22598.0;38184.2;32106.6;28952.9;39724.8;34056.6;44756.5;38889.4
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Confezione di articoli in pelli;;;;10606.0;10216.0;73964.0;253446.0;12003.0;11267.0;13619.0;12016.0;11462.0;12121.0;11585.0;14041.0;11876.0;14681.0;57311.0;35347.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Commercio all'ingrosso di prodo;;;;;26568.0;29202.0;32324.0;32243.0;38581.0;47761.0;37264.0;22812.0;24105.0;27503.0;25320.0;26168.0;33121.0;33262.0;31159.6
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Coltivazione di cereali (esclus;;;;;53546.0;74639.0;27630.0;13663.0;2391.0;1339.0;15856.0;40484.0;51229.5;27045.5;58703.0;23911.5;6299.0;5893.0;28759.2
DOMESTICI | USI DOMESTICI NON RE | Lavori di muratura                 ;;;;;;;39429.0;2702.0;17648.0;17146.0;0.0;21304.0;32256.0;50092.0;23524.0;12755.0;11487.0;7189.0;19627.7
BT Utenze Ricarica P | BT Ric.Pubbl.Veicoli | Colonnine pubbliche di ricarica vei;5953.6;6329.9;6858.8;7788.6;11424.0;20834.4;28167.8;4855.2;6230.4;19867.5;13439.0;12107.5;22323.5;30919.1;11295.5;5336.5;7754.0;22597.5;13560.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Coltivazione di colture agricole no;8766.0;10776.2;13722.0;12056.0;10901.8;11773.2;9197.0;11639.6;15749.4;15166.0;7040.6;11863.6;12294.0;14750.8;22102.2;10970.8;8652.6;11734.4;12175.3
DOMESTICI | USI DOMESTICI NON RE | Attività di servizi di intermediazi;;;;0.0;101.0;34.0;33570.0;76.0;712.0;76333.0;9234.0;5261.0;3748.0;2936.0;404.0;848.0;6805.0;21715.0;10785.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Consulenza imprenditoriale e altre ;;;;10167.0;9123.0;9156.0;10162.0;9527.0;10914.0;10310.0;9724.0;8940.0;9198.0;9195.0;8938.0;9451.0;9581.0;9925.0;9620.7
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Fabbricazione di apparecchi per uso;12759.0;3559.0;24203.0;3568.0;402.0;1717.0;9861.0;5351.0;11581.0;11126.0;23437.0;2107.0;6718.0;4470.0;4700.0;8352.0;4291.0;4647.0;7936.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | 2022Compravendita di beni immobili ;;;;;6451.0;7025.0;7156.0;6509.0;5983.0;9439.0;6640.0;5566.0;5822.0;5669.0;5331.0;5347.0;4350.0;4225.0;6108.1
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Gestione di parcheggi e autorimesse;;;3625.0;3539.0;3396.0;3484.0;3498.0;3551.0;3629.0;3779.0;3759.0;3571.0;3648.0;3531.0;3498.0;3671.0;3629.0;3651.0;3591.2
BASSA TENSIONE POTEN | BT CLIENTI LIBERI F3 | Commercio all'ingrosso di altri pro;1.0;6026.0;0.0;0.0;0.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;6.0;336.7
